name,qid,human,transformer,gpt3,chat_user_collo,chat_user_natural
map_cut_100           ,119_8,0.0179,0.2675,0.0704,0,0.1068
map_cut_100           ,121_1,0.0561,0.2895,0.1016,0.1016,0.1016
map_cut_100           ,121_2,0.2467,0.2114,0.2461,0.2698,0.1355
map_cut_100           ,121_3,0.2033,0.2981,0.2051,0.185,0.2028
map_cut_100           ,121_4,0.1855,0.2787,0.3586,0.3919,0.3706
map_cut_100           ,121_5,0,0.1583,0.7514,0.0286,0.0286
map_cut_100           ,121_6,0.0667,0.2009,0.3083,0.0426,0.1385
map_cut_100           ,121_7,0,0.4716,0.5084,0.4307,0.4081
map_cut_100           ,121_8,0.3785,0,0.255,0.2841,0.2782
map_cut_100           ,124_1,0.0995,0.3668,0.2413,0.2413,0.2414
map_cut_100           ,124_10,0.3843,0.2169,0.3182,0.1261,0.1683
map_cut_100           ,124_11,0.2041,0.2275,0.236,0.2353,0.0904
map_cut_100           ,124_2,0.2882,0.3516,0.303,0.0511,0.1691
map_cut_100           ,124_3,0.1445,0.1215,0.0826,0.038,0.0341
map_cut_100           ,124_4,0.1102,0.1719,0.0027,0.0235,0.0572
map_cut_100           ,124_5,0.0667,0.0594,0.0219,0.1796,0.2075
map_cut_100           ,124_6,0.3604,0.2491,0.2803,0.2346,0.2374
map_cut_100           ,124_7,0.0792,0.2166,0.2776,0.1502,0.186
map_cut_100           ,124_8,0.1055,0.161,0.1595,0.1545,0.1341
map_cut_100           ,124_9,0.3433,0.0657,0.203,0.1004,0.3144
map_cut_100           ,125_1,0.3343,0.6997,0.5789,0.5789,0.5789
map_cut_100           ,125_2,0.0952,0.658,0.7211,0.5255,0.6837
map_cut_100           ,125_3,0.2687,0.5568,0.526,0.456,0.5142
map_cut_100           ,125_4,0.0021,0.0941,0.0933,0.1157,0.08
map_cut_100           ,125_5,0.4695,0.211,0.4259,0.023,0.4293
map_cut_100           ,125_6,0,0.0083,0.1875,0.125,0.1806
map_cut_100           ,127_1,0.1078,0.3008,0.2205,0.2205,0.2205
map_cut_100           ,127_2,0.0688,0.1112,0.0347,0.0912,0.0709
map_cut_100           ,127_3,0.1724,0.0484,0.4222,0.4038,0.4321
map_cut_100           ,127_4,0.6142,0,0.4496,0.3728,0.5711
map_cut_100           ,127_5,0.0032,0.0992,0.3006,0,0.3405
map_cut_100           ,127_6,0.3855,0.5472,0.5713,0.4043,0.5606
map_cut_100           ,127_7,0.218,0.2999,0.4518,0.3351,0.3536
map_cut_100           ,127_8,0.0437,0.2557,0.529,0.4916,0.6303
map_cut_100           ,127_9,0.128,0.0127,0.0247,0.1865,0.1091
map_cut_100           ,128_1,0.2639,0.1472,0.1378,0.1378,0.1378
map_cut_100           ,128_2,0.2744,0.0014,0.32,0.0948,0.0862
map_cut_100           ,128_3,0.1565,0.0374,0.2241,0.0604,0.0853
map_cut_100           ,129_1,0.0628,0.0701,0.0934,0.0934,0.0934
map_cut_100           ,129_2,0.1884,0.2734,0.2594,0.0738,0.1849
map_cut_100           ,129_3,0.0351,0.0502,0.0643,0.1826,0.2176
map_cut_100           ,129_4,0.4327,0.5208,0.4701,0.0861,0.0503
map_cut_100           ,129_5,0.4999,0.3924,0.249,0.4098,0.3821
map_cut_100           ,129_6,0.079,0.0021,0.0005,0.0022,0.0056
map_cut_100           ,129_7,0.3144,0.2732,0.2871,0.0032,0.2534
map_cut_100           ,129_8,0.0582,0,0.0707,0.0653,0.0707
map_cut_100           ,131_1,0.071,0.3047,0.218,0.218,0.218
map_cut_100           ,131_10,0.2268,0.3231,0.0815,0.1655,0.3776
map_cut_100           ,131_2,0.326,0.0538,0.0518,0.0007,0.0503
map_cut_100           ,131_3,0.0992,0.0966,0.2589,0.5173,0.4738
map_cut_100           ,131_4,0.3076,0.7858,0.6995,0.5928,0.7863
map_cut_100           ,131_5,0.3538,0.1848,0.0049,0,0.2221
map_cut_100           ,131_6,0.5283,0.4767,0.6066,0.1688,0.5969
map_cut_100           ,131_7,0.37,0.0672,0.0351,0.1054,0.0666
map_cut_100           ,131_8,0.1983,0.1194,0.0137,0.1957,0.2351
map_cut_100           ,131_9,0.0441,0.0129,0.0225,0.0095,0.0062
map_cut_100           ,all,0.1984,0.1813,0.2327,0.1907,0.2343
map_cut_1000          ,106_1,0.0765,0.047,0.1487,0.1487,0.1485
map_cut_1000          ,106_10,0.068,0.2172,0.0602,0.186,0.0755
map_cut_1000          ,106_2,0.1372,0.0217,0.1271,0.0125,0.0923
map_cut_1000          ,106_3,0.0953,0.1081,0.1206,0,0.0631
map_cut_1000          ,106_4,0.24,0.3108,0.3055,0.3549,0.2591
map_cut_1000          ,106_5,0.0172,0.0396,0.1952,0,0.1706
map_cut_1000          ,106_6,0.125,0.1717,0.2409,0.2991,0.2466
map_cut_1000          ,106_7,0.1915,0.4798,0.3032,0.2781,0.4161
map_cut_1000          ,106_8,0.0162,0.0047,0.0438,0.006,0.0601
map_cut_1000          ,107_1,0.2432,0.362,0.3545,0.3545,0.3545
map_cut_1000          ,107_2,0.5329,0.5157,0.4288,0.4978,0.2937
map_cut_1000          ,107_3,0.4549,0.2033,0.3567,0.2675,0.3653
map_cut_1000          ,107_4,0.2864,0,0.008,0.0241,0.0887
map_cut_1000          ,107_5,0.1433,0.138,0.167,0.1992,0.1909
map_cut_1000          ,107_6,0.4083,0.2725,0.272,0.2976,0.3897
map_cut_1000          ,107_7,0.4275,0.4719,0.4049,0.4782,0.4124
map_cut_1000          ,107_8,0.5457,0.5864,0.4995,0.511,0.511
map_cut_1000          ,108_1,0.2149,0.391,0.4022,0.4022,0.4022
map_cut_1000          ,108_2,0.1356,0.2993,0.326,0.2758,0.2561
map_cut_1000          ,108_3,0.0057,0.1511,0.2007,0.1545,0.3089
map_cut_1000          ,108_4,0.0324,0.0628,0.1934,0.1765,0.1279
map_cut_1000          ,108_5,0.3846,0.3338,0.4363,0.1642,0.3939
map_cut_1000          ,108_6,0.0044,0.0007,0.0094,0.0285,0.0327
map_cut_1000          ,108_7,0.1798,0.1096,0.4423,0.3468,0.3179
map_cut_1000          ,108_8,0.3768,0.2974,0.3123,0.3032,0.361
map_cut_1000          ,110_1,0.2744,0.3377,0.3295,0.3295,0.3295
map_cut_1000          ,110_2,0.3327,0.0652,0.3984,0.4513,0.4475
map_cut_1000          ,110_3,0.2498,0.1649,0.4121,0,0.3961
map_cut_1000          ,110_4,0.3812,0.0315,0.3553,0.3594,0.376
map_cut_1000          ,110_5,0.5035,0.5713,0.0351,0.0856,0.4881
map_cut_1000          ,110_6,0.0014,0.0004,0.266,0.343,0.2676
map_cut_1000          ,110_7,0.3265,0.0009,0.092,0.0837,0.2093
map_cut_1000          ,110_8,0.471,0.1267,0.0263,0.1699,0.279
map_cut_1000          ,110_9,0.3199,0.0626,0.0627,0.1283,0.1185
map_cut_1000          ,111_1,0.393,0.2597,0.2549,0.2549,0.2549
map_cut_1000          ,111_2,0.5892,0.0939,0.1135,0.0004,0.0599
map_cut_1000          ,111_3,0.1536,0.0007,0.4326,0.008,0.0043
map_cut_1000          ,111_4,0.2678,0.002,0.1504,0.1908,0.1506
map_cut_1000          ,111_5,0.0626,0.0153,0.0444,0.0099,0.0092
map_cut_1000          ,111_6,0.5088,0.6262,0.5533,0.5651,0.6738
map_cut_1000          ,111_7,0.1023,0.0102,0,0.3597,0.3597
map_cut_1000          ,111_8,0.013,0.3183,0.2884,0.1503,0.1537
map_cut_1000          ,111_9,0.1068,0.005,0.2991,0.1432,0.1102
map_cut_1000          ,112_1,0.2765,0.618,0.5923,0.5923,0.5923
map_cut_1000          ,112_2,0.8737,0.007,0.3962,0.4662,0.6785
map_cut_1000          ,112_3,0.3329,0.2888,0.1736,0.1969,0.3086
map_cut_1000          ,112_4,0.1031,0.2915,0.4623,0.2535,0.4007
map_cut_1000          ,112_5,0.1555,0.2335,0.2958,0.3105,0.3105
map_cut_1000          ,112_6,0.1087,0.1912,0.2203,0.1204,0.2194
map_cut_1000          ,112_7,0.1632,0.0033,0.1051,0.2793,0.1291
map_cut_1000          ,112_9,0.0014,0.0728,0.1759,0.0119,0.0743
map_cut_1000          ,113_1,0.1442,0.198,0.2428,0.2428,0.2428
map_cut_1000          ,113_2,0.2928,0.196,0.2405,0.2202,0.2109
map_cut_1000          ,113_3,0.2531,0.0039,0.2408,0.1905,0.1132
map_cut_1000          ,113_4,0.0159,0.0001,0.0022,0,0.0001
map_cut_1000          ,113_5,0.1439,0.0085,0.0066,0.0154,0.0067
map_cut_1000          ,113_6,0.2214,0.1641,0.2947,0,0.1843
map_cut_1000          ,113_7,0.2169,0,0.0267,0.0256,0.022
map_cut_1000          ,113_8,0.1075,0.0462,0.0318,0.0305,0.0159
map_cut_1000          ,115_1,0.2193,0.2106,0.2649,0.2649,0.2649
map_cut_1000          ,115_10,0.1222,0.018,0.0312,0.007,0.0855
map_cut_1000          ,115_11,0.0237,0.25,0.25,0.25,0.25
map_cut_1000          ,115_2,0.3269,0.0449,0.353,0.1052,0.2942
map_cut_1000          ,115_3,0.1592,0.1022,0.0827,0.1217,0.1006
map_cut_1000          ,115_4,0.3276,0,0.3052,0.0056,0.2184
map_cut_1000          ,115_5,0.3423,0,0.3747,0.2872,0.351
map_cut_1000          ,115_6,0.1628,0.0059,0.1072,0.0667,0.0891
map_cut_1000          ,115_7,0.3029,0.0853,0.0949,0.0194,0.0913
map_cut_1000          ,115_8,0.2484,0,0.4932,0.4,0.4046
map_cut_1000          ,115_9,0.1265,0.0983,0.1865,0.0052,0.0452
map_cut_1000          ,116_1,0.3636,0.2817,0.3986,0.3986,0.3986
map_cut_1000          ,116_2,0.2897,0.2164,0.1489,0.2025,0.1557
map_cut_1000          ,116_3,0.1255,0.0742,0.0226,0.0287,0.023
map_cut_1000          ,116_4,0.112,0.0013,0.1905,0.267,0.294
map_cut_1000          ,116_5,0.1923,0.0172,0.1176,0.0009,0.0175
map_cut_1000          ,116_6,0.6301,0.2043,0.1849,0.2923,0.1927
map_cut_1000          ,116_7,0.0552,0.0588,0.0649,0.0402,0.0387
map_cut_1000          ,116_8,0.0549,0.0404,0.0334,0.0679,0.0636
map_cut_1000          ,117_1,0,0.5051,0.3749,0.3749,0.3749
map_cut_1000          ,117_10,0.0126,0.0083,0.0318,0.0004,0.0045
map_cut_1000          ,117_2,0.0026,0.0282,0.1677,0,0.0064
map_cut_1000          ,117_3,0.0011,0,0.098,0.0517,0.5529
map_cut_1000          ,117_4,0.0019,0,0.3619,0.4518,0.4283
map_cut_1000          ,117_5,0,0.5715,0.5846,0.5833,0.6389
map_cut_1000          ,117_6,0,0.5917,0.694,0.6333,0.831
map_cut_1000          ,117_8,0.0002,0.2014,0.4013,0.035,0.2005
map_cut_1000          ,117_9,0.0005,0.0994,0.1687,0.1004,0.1907
map_cut_1000          ,118_1,0.183,0.2241,0.2382,0.2382,0.2382
map_cut_1000          ,118_2,0.3629,0.5916,0.4976,0.4418,0.467
map_cut_1000          ,118_3,0.3121,0.5712,0.3312,0.4947,0.4531
map_cut_1000          ,118_4,0.1553,0.0064,0.2549,0.2277,0.1207
map_cut_1000          ,118_5,0.0714,0.0028,0.1914,0.2174,0.2046
map_cut_1000          ,118_6,0.2108,0.0001,0.2782,0.1918,0.2676
map_cut_1000          ,118_7,0.3091,0.3129,0.2964,0.2533,0.3329
map_cut_1000          ,118_8,0.4221,0.3502,0.1948,0.3192,0.3397
map_cut_1000          ,119_1,0.3269,0.493,0.4356,0.4356,0.4356
map_cut_1000          ,119_2,0.4529,0.0099,0.5399,0.4334,0.4092
map_cut_1000          ,119_3,0.5579,0.3368,0.3519,0,0.0001
map_cut_1000          ,119_4,0.4404,0.003,0.0058,0.0079,0.005
map_cut_1000          ,119_5,0.0043,0.1681,0.1105,0.0001,0.0064
map_cut_1000          ,119_6,0.0572,0.5102,0.3225,0.4402,0.4796
map_cut_1000          ,119_7,0.0191,0.2477,0.1201,0.3537,0.4846
map_cut_1000          ,119_8,0.0205,0.291,0.0879,0,0.1216
map_cut_1000          ,121_1,0.0733,0.3166,0.1446,0.1446,0.1447
map_cut_1000          ,121_2,0.2696,0.2537,0.2648,0.2764,0.1592
map_cut_1000          ,121_3,0.2364,0.3248,0.2278,0.2194,0.2203
map_cut_1000          ,121_4,0.1975,0.2935,0.3732,0.4234,0.38
map_cut_1000          ,121_5,0,0.164,0.7514,0.0342,0.0317
map_cut_1000          ,121_6,0.0692,0.2029,0.3221,0.045,0.1421
map_cut_1000          ,121_7,0.0037,0.4751,0.5164,0.4379,0.4098
map_cut_1000          ,121_8,0.3821,0,0.2705,0.2872,0.2955
map_cut_1000          ,124_1,0.1268,0.4106,0.2995,0.2995,0.2995
map_cut_1000          ,124_10,0.432,0.2713,0.3788,0.194,0.214
map_cut_1000          ,124_11,0.2305,0.2572,0.2881,0.2824,0.125
map_cut_1000          ,124_2,0.409,0.422,0.3891,0.1043,0.266
map_cut_1000          ,124_3,0.2244,0.2027,0.1504,0.0836,0.0904
map_cut_1000          ,124_4,0.1558,0.2259,0.0309,0.0434,0.1052
map_cut_1000          ,124_5,0.0795,0.0768,0.052,0.189,0.229
map_cut_1000          ,124_6,0.413,0.3226,0.3525,0.294,0.2986
map_cut_1000          ,124_7,0.099,0.2699,0.3735,0.2005,0.2528
map_cut_1000          ,124_8,0.1285,0.2404,0.253,0.2315,0.1936
map_cut_1000          ,124_9,0.471,0.1804,0.3349,0.227,0.4344
map_cut_1000          ,125_1,0.3579,0.7093,0.5918,0.5918,0.5918
map_cut_1000          ,125_2,0.104,0.658,0.7224,0.5255,0.6837
map_cut_1000          ,125_3,0.2777,0.5568,0.526,0.456,0.5142
map_cut_1000          ,125_4,0.0039,0.1092,0.1113,0.1237,0.0979
map_cut_1000          ,125_5,0.4863,0.2267,0.4423,0.04,0.4385
map_cut_1000          ,125_6,0.0057,0.0112,0.1875,0.1288,0.1849
map_cut_1000          ,127_1,0.1319,0.3185,0.2633,0.2633,0.2633
map_cut_1000          ,127_2,0.0928,0.1316,0.0596,0.1036,0.0858
map_cut_1000          ,127_3,0.1943,0.0695,0.5021,0.4418,0.4755
map_cut_1000          ,127_4,0.6298,0.0012,0.4686,0.3901,0.581
map_cut_1000          ,127_5,0.0032,0.1201,0.3066,0.0078,0.3453
map_cut_1000          ,127_6,0.4166,0.5855,0.622,0.4397,0.6024
map_cut_1000          ,127_7,0.2278,0.3254,0.4717,0.3464,0.3702
map_cut_1000          ,127_8,0.0474,0.2791,0.5659,0.535,0.6516
map_cut_1000          ,127_9,0.1375,0.0157,0.0276,0.1972,0.1216
map_cut_1000          ,128_1,0.2946,0.2063,0.1905,0.1905,0.1904
map_cut_1000          ,128_2,0.2911,0.0019,0.3644,0.1545,0.1251
map_cut_1000          ,128_3,0.2134,0.0604,0.3045,0.1197,0.1628
map_cut_1000          ,129_1,0.0725,0.1205,0.1387,0.1387,0.1388
map_cut_1000          ,129_2,0.2293,0.3225,0.3273,0.1052,0.2595
map_cut_1000          ,129_3,0.044,0.0561,0.123,0.23,0.2684
map_cut_1000          ,129_4,0.4483,0.555,0.4868,0.1132,0.0818
map_cut_1000          ,129_5,0.5175,0.4205,0.299,0.4518,0.4104
map_cut_1000          ,129_6,0.0906,0.0059,0.0042,0.0075,0.0128
map_cut_1000          ,129_7,0.3252,0.2892,0.3012,0.0052,0.2705
map_cut_1000          ,129_8,0.0847,0,0.1138,0.1064,0.1138
map_cut_1000          ,131_1,0.0877,0.3954,0.3111,0.3111,0.311
map_cut_1000          ,131_10,0.2463,0.3532,0.1133,0.2227,0.4188
map_cut_1000          ,131_2,0.3904,0.0803,0.0763,0.0016,0.0699
map_cut_1000          ,131_3,0.1167,0.1278,0.2758,0.5255,0.4924
map_cut_1000          ,131_4,0.3306,0.7921,0.7135,0.6015,0.7943
map_cut_1000          ,131_5,0.369,0.2116,0.027,0.0004,0.2403
map_cut_1000          ,131_6,0.5337,0.4846,0.613,0.1947,0.6041
map_cut_1000          ,131_7,0.4192,0.1192,0.0853,0.1702,0.0862
map_cut_1000          ,131_8,0.2164,0.1671,0.0439,0.2287,0.2596
map_cut_1000          ,131_9,0.0476,0.0205,0.0474,0.03,0.0209
map_cut_1000          ,all,0.2178,0.2042,0.2622,0.2151,0.2604
map_cut_15            ,106_1,0.0444,0.022,0.0567,0.0567,0.0567
map_cut_15            ,106_10,0.0085,0.1769,0.0256,0.1474,0.0513
map_cut_15            ,106_2,0.0494,0.0031,0.0503,0.0015,0.0321
map_cut_15            ,106_3,0.0593,0.0556,0.0666,0,0.0357
map_cut_15            ,106_4,0.1979,0.1854,0.1639,0.246,0.1875
map_cut_15            ,106_5,0,0.0238,0.0827,0,0.1144
map_cut_15            ,106_6,0.125,0.1477,0.2032,0.2764,0.2038
map_cut_15            ,106_7,0.1227,0.3101,0.1799,0.127,0.2723
map_cut_15            ,106_8,0.0104,0,0.0324,0.006,0.029
map_cut_15            ,107_1,0.093,0.1296,0.1241,0.1241,0.1241
map_cut_15            ,107_2,0.2504,0.1926,0.1618,0.1518,0.1174
map_cut_15            ,107_3,0.2535,0.0769,0.1917,0.1153,0.1727
map_cut_15            ,107_4,0.1813,0,0,0.0018,0.0299
map_cut_15            ,107_5,0.1083,0.0277,0.0606,0.1099,0.0768
map_cut_15            ,107_6,0.1489,0.1112,0.0797,0.1231,0.1468
map_cut_15            ,107_7,0.2196,0.1607,0.1135,0.172,0.1185
map_cut_15            ,107_8,0.2417,0.2811,0.1972,0.2018,0.2018
map_cut_15            ,108_1,0.1171,0.1773,0.1355,0.1355,0.1355
map_cut_15            ,108_2,0.0822,0.1284,0.1482,0.1198,0.087
map_cut_15            ,108_3,0,0.0677,0.0758,0.0617,0.1811
map_cut_15            ,108_4,0.0039,0.0143,0.0968,0.0973,0.0857
map_cut_15            ,108_5,0.1433,0.1354,0.1469,0.0473,0.1703
map_cut_15            ,108_6,0.0026,0,0.002,0.015,0.0238
map_cut_15            ,108_7,0.1259,0.0251,0.1323,0.1676,0.1669
map_cut_15            ,108_8,0.2628,0.1927,0.1876,0.1799,0.2283
map_cut_15            ,110_1,0.1926,0.2068,0.2206,0.2206,0.2206
map_cut_15            ,110_2,0.1545,0.0067,0.1019,0.1749,0.1611
map_cut_15            ,110_3,0.046,0.0187,0.074,0,0.1015
map_cut_15            ,110_4,0.1263,0.009,0.1318,0.1252,0.1227
map_cut_15            ,110_5,0.4107,0.4113,0.0078,0.0281,0.383
map_cut_15            ,110_6,0,0,0.2,0.25,0.2261
map_cut_15            ,110_7,0.2508,0,0.0475,0.0225,0.1326
map_cut_15            ,110_8,0.3584,0.0391,0.0062,0.1014,0.1478
map_cut_15            ,110_9,0.1544,0.0452,0.0188,0.077,0.0622
map_cut_15            ,111_1,0.1712,0.0691,0.1757,0.1757,0.1757
map_cut_15            ,111_2,0.3264,0.0493,0.0419,0,0.0376
map_cut_15            ,111_3,0.112,0,0.2162,0,0
map_cut_15            ,111_4,0.2245,0,0.11,0.1801,0.1269
map_cut_15            ,111_5,0.0056,0,0.0067,0,0
map_cut_15            ,111_6,0.4822,0.6083,0.4581,0.5247,0.639
map_cut_15            ,111_7,0.1,0,0,0.3333,0.3333
map_cut_15            ,111_8,0.0024,0.1187,0.1624,0.0997,0.0842
map_cut_15            ,111_9,0.0193,0.0029,0.0992,0.0288,0.0087
map_cut_15            ,112_1,0.165,0.2684,0.2734,0.2734,0.2734
map_cut_15            ,112_2,0.8297,0,0.2791,0.3646,0.5708
map_cut_15            ,112_3,0.1426,0.1265,0.0249,0.0406,0.1462
map_cut_15            ,112_4,0.0597,0.0585,0.1808,0.0613,0.1137
map_cut_15            ,112_5,0.082,0.094,0.0717,0.1418,0.1418
map_cut_15            ,112_6,0.0399,0.0913,0.0654,0.0182,0.0786
map_cut_15            ,112_7,0.1236,0.0027,0.0393,0.1604,0.0667
map_cut_15            ,112_9,0,0.0625,0.1607,0,0.0667
map_cut_15            ,113_1,0.1086,0.1085,0.1556,0.1556,0.1556
map_cut_15            ,113_2,0.084,0.0627,0.0477,0.043,0.0379
map_cut_15            ,113_3,0.1892,0,0.1224,0.058,0.0271
map_cut_15            ,113_4,0.0049,0,0,0,0
map_cut_15            ,113_5,0.0991,0,0,0.0125,0
map_cut_15            ,113_6,0.1669,0.0209,0.1133,0,0.0328
map_cut_15            ,113_7,0.1251,0,0.0028,0,0
map_cut_15            ,113_8,0.0497,0.0027,0.0046,0,0
map_cut_15            ,115_1,0.0172,0.0919,0.134,0.134,0.134
map_cut_15            ,115_10,0.0833,0.0064,0.0208,0,0.0833
map_cut_15            ,115_11,0.0227,0.25,0.25,0.25,0.25
map_cut_15            ,115_2,0.2313,0.0084,0.1821,0.0629,0.1518
map_cut_15            ,115_3,0.1218,0.0897,0.0769,0.1077,0.0897
map_cut_15            ,115_4,0.3153,0,0.2556,0,0.2083
map_cut_15            ,115_5,0.1629,0,0.1434,0.0795,0.1136
map_cut_15            ,115_6,0.1137,0.0042,0.1,0.0588,0.0667
map_cut_15            ,115_7,0.2731,0.0833,0.0833,0.0139,0.0833
map_cut_15            ,115_8,0.1755,0,0.2344,0.1524,0.2239
map_cut_15            ,115_9,0.0855,0.0287,0.1185,0.0016,0.0152
map_cut_15            ,116_1,0.2467,0.1876,0.2955,0.2955,0.2955
map_cut_15            ,116_2,0.275,0.19,0.1354,0.18,0.1472
map_cut_15            ,116_3,0.0625,0.0304,0,0,0
map_cut_15            ,116_4,0.0144,0,0.1091,0.179,0.219
map_cut_15            ,116_5,0.1667,0,0.1162,0,0
map_cut_15            ,116_6,0.6044,0.0476,0.0884,0.2852,0.0524
map_cut_15            ,116_7,0.014,0,0.0343,0.0133,0.0191
map_cut_15            ,116_8,0,0.0238,0.0087,0.0201,0.0238
map_cut_15            ,117_1,0,0.45,0.3006,0.3006,0.3006
map_cut_15            ,117_10,0,0,0.0294,0,0
map_cut_15            ,117_2,0,0.0167,0.1677,0,0
map_cut_15            ,117_3,0,0,0.0909,0.0455,0.471
map_cut_15            ,117_4,0,0,0.3348,0.4165,0.3998
map_cut_15            ,117_5,0,0.5583,0.5583,0.5667,0.6
map_cut_15            ,117_6,0,0.5917,0.6736,0.6333,0.7722
map_cut_15            ,117_8,0,0.2,0.4,0.0333,0.2
map_cut_15            ,117_9,0,0.0375,0.162,0.0692,0.1647
map_cut_15            ,118_1,0.0875,0.137,0.1467,0.1467,0.1467
map_cut_15            ,118_2,0.152,0.2663,0.2423,0.163,0.2407
map_cut_15            ,118_3,0.1434,0.308,0.1803,0.2222,0.219
map_cut_15            ,118_4,0.0813,0,0.1716,0.1739,0.0588
map_cut_15            ,118_5,0.07,0,0.1667,0.2164,0.2
map_cut_15            ,118_6,0.1181,0,0.1805,0.0807,0.1432
map_cut_15            ,118_7,0.0723,0.1085,0.0962,0.0826,0.1168
map_cut_15            ,118_8,0.1393,0.0839,0.003,0.0479,0.0873
map_cut_15            ,119_1,0.1413,0.3992,0.3099,0.3099,0.3099
map_cut_15            ,119_2,0.2857,0,0.4021,0.2674,0.2591
map_cut_15            ,119_3,0.3362,0.1392,0.185,0,0
map_cut_15            ,119_4,0.1575,0,0,0,0
map_cut_15            ,119_5,0,0.1133,0.0795,0,0
map_cut_15            ,119_6,0.0329,0.332,0.1092,0.188,0.2385
map_cut_15            ,119_7,0,0.1044,0.0697,0.102,0.1757
map_cut_15            ,119_8,0.0139,0.0928,0.0082,0,0.0681
map_cut_15            ,121_1,0.0522,0.1619,0.0709,0.0709,0.0709
map_cut_15            ,121_2,0.1554,0.1905,0.1961,0.1975,0.0741
map_cut_15            ,121_3,0.1081,0.1222,0.0968,0.0443,0.1
map_cut_15            ,121_4,0.1157,0.2339,0.2912,0.3309,0.2841
map_cut_15            ,121_5,0,0.1429,0.7514,0.0286,0.0286
map_cut_15            ,121_6,0.0667,0.1786,0.2857,0.0204,0.119
map_cut_15            ,121_7,0,0.4167,0.4583,0.375,0.3854
map_cut_15            ,121_8,0.3399,0,0.1979,0.1385,0.2572
map_cut_15            ,124_1,0.0348,0.2028,0.0464,0.0464,0.0464
map_cut_15            ,124_10,0.1494,0.0742,0.1118,0.0636,0.0539
map_cut_15            ,124_11,0.0963,0.1016,0.11,0.1411,0.0615
map_cut_15            ,124_2,0.119,0.1566,0.1229,0.0145,0.0501
map_cut_15            ,124_3,0.0562,0.0405,0.0401,0.0083,0.013
map_cut_15            ,124_4,0.0167,0.0922,0,0.0145,0.0246
map_cut_15            ,124_5,0.0295,0.0265,0.0152,0.0787,0.1837
map_cut_15            ,124_6,0.1757,0.1001,0.1434,0.0824,0.063
map_cut_15            ,124_7,0.0509,0.0421,0.0985,0.0459,0.0471
map_cut_15            ,124_8,0.0731,0.0492,0.0576,0.0469,0.0464
map_cut_15            ,124_9,0.1346,0.0051,0.0413,0.03,0.0933
map_cut_15            ,125_1,0.2177,0.5629,0.3675,0.3675,0.3675
map_cut_15            ,125_2,0.0952,0.619,0.6735,0.4667,0.6429
map_cut_15            ,125_3,0.2552,0.5568,0.5,0.4437,0.5
map_cut_15            ,125_4,0,0.0282,0.0865,0.0425,0.0769
map_cut_15            ,125_5,0.2048,0.1125,0.3126,0,0.3076
map_cut_15            ,125_6,0,0,0.1875,0.125,0.1806
map_cut_15            ,127_1,0.0764,0.1354,0.1027,0.1027,0.1027
map_cut_15            ,127_2,0.0499,0.0333,0.0031,0.0631,0.018
map_cut_15            ,127_3,0.1135,0.0085,0.1601,0.1628,0.196
map_cut_15            ,127_4,0.426,0,0.2632,0.2714,0.434
map_cut_15            ,127_5,0,0.0833,0.2307,0,0.2439
map_cut_15            ,127_6,0.2477,0.2969,0.2955,0.2002,0.3165
map_cut_15            ,127_7,0.1723,0.1148,0.2872,0.1876,0.2254
map_cut_15            ,127_8,0.0376,0.1732,0.1776,0.1954,0.2404
map_cut_15            ,127_9,0.0994,0.0095,0.0099,0.1475,0.037
map_cut_15            ,128_1,0.1758,0.0391,0.0298,0.0298,0.0298
map_cut_15            ,128_2,0.1764,0,0.1529,0.043,0.0376
map_cut_15            ,128_3,0.0427,0.0263,0.076,0.031,0.0216
map_cut_15            ,129_1,0.0568,0.0269,0.0421,0.0421,0.0421
map_cut_15            ,129_2,0.1175,0.0943,0.0906,0.0295,0.0432
map_cut_15            ,129_3,0.0333,0.024,0.016,0.1064,0.1245
map_cut_15            ,129_4,0.2659,0.3134,0.2608,0.0647,0.0259
map_cut_15            ,129_5,0.1455,0.1817,0.086,0.1748,0.1676
map_cut_15            ,129_6,0.0607,0,0,0,0.0044
map_cut_15            ,129_7,0.2399,0.186,0.229,0,0.1813
map_cut_15            ,129_8,0.0327,0,0.0238,0.0233,0.0238
map_cut_15            ,131_1,0.0275,0.115,0.0951,0.0951,0.0951
map_cut_15            ,131_10,0.1327,0.1413,0.0167,0.0529,0.2466
map_cut_15            ,131_2,0.1498,0.017,0.037,0,0.0297
map_cut_15            ,131_3,0.0717,0.0295,0.0946,0.2972,0.3312
map_cut_15            ,131_4,0.2565,0.5652,0.4643,0.3917,0.5588
map_cut_15            ,131_5,0.2027,0.1151,0,0,0.1313
map_cut_15            ,131_6,0.417,0.3149,0.5095,0.1625,0.4246
map_cut_15            ,131_7,0.1048,0.0348,0.0032,0.0262,0.0316
map_cut_15            ,131_8,0.1232,0.0407,0,0.0929,0.1131
map_cut_15            ,131_9,0.0298,0,0.0015,0,0
map_cut_15            ,all,0.1247,0.1104,0.1444,0.1169,0.1495
map_cut_20            ,106_1,0.0503,0.022,0.064,0.064,0.064
map_cut_20            ,106_10,0.0166,0.1769,0.0474,0.1474,0.0513
map_cut_20            ,106_2,0.0494,0.0054,0.0691,0.0015,0.0321
map_cut_20            ,106_3,0.0731,0.0556,0.0666,0,0.0461
map_cut_20            ,106_4,0.1979,0.2365,0.1847,0.246,0.2071
