name,qid,transformer,human,gpt3,chat_tom,chat_user_collo,chat_user_natural
infAP                 ,100_7,0.5668,0.0211,0.0466,0.0211,0.0167,0.1254
infAP                 ,100_8,0.1079,0.0841,0.0883,0.0257,0.1166,0.01
infAP                 ,101_1,0.0076,0.0076,0.0076,0.0076,0.0076,0.0076
infAP                 ,101_10,0.0025,0.7024,0.5381,0.7537,0.3691,0.7306
infAP                 ,101_2,0.3581,0.3581,0.2864,0.3808,0.191,0.3808
infAP                 ,101_3,0.5619,0.5619,0.5475,0.5103,0.5632,0.5475
infAP                 ,101_4,0.212,0.5932,0.1679,0.0678,0.1386,0.1298
infAP                 ,101_5,0.3202,0.3035,0.2034,0.1365,0.213,0.2203
infAP                 ,101_6,0.4771,0.4771,0.4771,0.2569,0,0.1175
infAP                 ,101_7,0.0035,0.4477,0.3636,0.3625,0.3243,0.379
infAP                 ,101_8,0.0153,0.5966,0.0017,0.223,0.0145,0.7375
infAP                 ,101_9,0.0042,0.1356,0.5063,0.3548,0.0071,0.3583
infAP                 ,102_1,0.3392,0.3556,0.3392,0.3392,0.3392,0.3392
infAP                 ,102_2,0.0963,0.2111,0.0031,0.0521,0.0288,0.0712
infAP                 ,102_3,0.7694,0.7181,0.7211,0.7139,0.7139,0.7139
infAP                 ,102_4,0.121,0.121,0.2307,0.1648,0.1391,0.141
infAP                 ,102_5,0.0931,0.0388,0.0621,0.0815,0.1294,0.1257
infAP                 ,102_6,0.2414,0.2414,0.2388,0.1898,0.0309,0.1452
infAP                 ,102_7,0.1236,0.1487,0.239,0.0979,0.1704,0.3647
infAP                 ,102_8,0.0522,0.0963,0.0022,0.0145,0.027,0.0126
infAP                 ,102_9,0.0132,0.1025,0,0,0.0026,0.0002
infAP                 ,103_1,0.0815,0.1223,0.0815,0.0815,0.0815,0.0815
infAP                 ,103_10,0.0066,0.1115,0.0451,0.0127,0.0004,0.0464
infAP                 ,103_2,0.401,0.5447,0.5274,0.3148,0.102,0.4449
infAP                 ,103_3,0.0014,0.0386,0.0927,0.0253,0.0022,0.0311
infAP                 ,103_4,0.0063,0.1634,0.1634,0.236,0,0.1634
infAP                 ,103_5,0.0642,0.2789,0.2789,0.5755,0.1254,0.5755
infAP                 ,103_6,0.0039,0.0661,0.0436,0.1606,0.001,0.0647
infAP                 ,103_8,0,0.0348,0.2861,0.1703,0.0452,0.0858
infAP                 ,103_9,0,0.1216,0.041,0.2649,0,0.0677
infAP                 ,104_1,0.1722,0.1722,0.1722,0.1722,0.1722,0.1722
infAP                 ,104_10,0,0.0269,0.1287,0,0,0
infAP                 ,104_12,0.0324,0.0883,0.0308,0.0649,0.0004,0.0201
infAP                 ,104_13,0.0083,0.1399,0.0547,0.0675,0.0429,0.0406
infAP                 ,104_3,0.1521,0.1545,0.1858,0.1856,0.1964,0.0663
infAP                 ,104_4,0.0058,0.3988,0.2655,0.2899,0.0634,0.2001
infAP                 ,104_6,0.0294,0.597,0.024,0.1835,0,0.0114
infAP                 ,104_7,0.0769,0.6781,0.5712,0.7015,0.1231,0.6871
infAP                 ,104_8,0.0007,0.0563,0.1403,0.1268,0.0566,0.1508
infAP                 ,104_9,0.4726,0.4619,0.226,0.3919,0.4817,0.0996
infAP                 ,105_1,0.303,0.303,0.303,0.303,0.303,0.303
infAP                 ,105_2,0.0038,0.4278,0.0271,0.0004,0,0.0083
infAP                 ,105_3,0,0.0989,0.1127,0.1052,0,0.0762
infAP                 ,105_4,0.0005,0.1301,0.2892,0.1244,0.0012,0.0007
infAP                 ,105_5,0.5201,0.4929,0.5201,0.4019,0.5959,0.2134
infAP                 ,105_6,0.163,0.163,0.1706,0.1659,0.1861,0.1457
infAP                 ,105_7,0.3285,0.4301,0.6049,0.6332,0.7518,0.6332
infAP                 ,105_8,0.0196,0,0.0104,0,0,0
infAP                 ,105_9,0.1299,0.335,0.4493,0.3419,0.2501,0.3333
infAP                 ,81_1,0.3278,0.3279,0.3279,0.3278,0.3278,0.3279
infAP                 ,81_2,0.3262,0.3324,0.2857,0.2846,0.3788,0.4075
infAP                 ,81_3,0.2221,0.4792,0.3655,0.0653,0.0071,0.2618
infAP                 ,81_4,0.239,0.2777,0.2777,0.2777,0,0.284
infAP                 ,81_5,0.3439,0.3439,0.2751,0.2303,0.2913,0.2289
infAP                 ,81_6,0.1291,0.1291,0.159,0.1019,0.1258,0.0876
infAP                 ,81_7,0.0048,0.0179,0.0098,0.0056,0.0049,0.0042
infAP                 ,81_8,0.025,0.0591,0.0097,0.0079,0.0111,0.01
infAP                 ,82_1,0.6384,0.6384,0.6384,0.6384,0.6384,0.6384
infAP                 ,82_10,0.0024,0.0009,0.123,0.0014,0.0018,0.0006
infAP                 ,82_2,0.2662,0.2662,0.1257,0.1391,0.1391,0.1392
infAP                 ,82_3,0.1495,0.1385,0.1378,0.1401,0.0818,0.0811
infAP                 ,82_4,0.5815,0.6127,0.4472,0.5615,0.5759,0.5615
infAP                 ,82_5,0.0405,0.4962,0.283,0.4018,0.045,0.1702
infAP                 ,82_6,0.0431,0.4058,0.3411,0.3528,0.0255,0.319
infAP                 ,82_7,0.2198,0.1945,0.2123,0.126,0.1151,0.163
infAP                 ,82_8,0.149,0.4788,0.0918,0.3382,0.279,0.1498
infAP                 ,82_9,0.0137,0.3283,0.3557,0.4999,0.2437,0.4686
infAP                 ,83_1,0.1283,0.1282,0.1282,0.1283,0.1283,0.1282
infAP                 ,83_2,0.0206,0.2615,0.2833,0.2251,0.0461,0.2251
infAP                 ,83_3,0.6335,0.6148,0.6148,0.195,0.6394,0.3436
infAP                 ,83_4,0.2361,0.2216,0.0609,0.0448,0.1478,0.0549
infAP                 ,83_5,0.1923,0.2198,0.2004,0.1663,0.0074,0.1895
infAP                 ,83_6,0.0414,0.3504,0.0074,0.0442,0.0415,0.0365
infAP                 ,83_7,0.5551,0.2701,0.5365,0.5567,0.1201,0.537
infAP                 ,83_8,0.3524,0.3428,0.3194,0.3124,0.3375,0.3124
infAP                 ,84_1,0.4144,0.4144,0.4144,0.4144,0.4144,0.4144
infAP                 ,84_2,0.1673,0.2755,0.3784,0.3274,0.3231,0.3305
infAP                 ,84_3,0.1395,0.2662,0.2472,0.2502,0.2068,0.1892
infAP                 ,84_4,0.1296,0.1876,0.1683,0.1871,0.0568,0.2222
infAP                 ,84_5,0.0353,0.1329,0.048,0.0907,0.0009,0.0045
infAP                 ,84_6,0.0132,0.045,0.0716,0.0783,0.0157,0.0279
infAP                 ,85_1,0.6543,0.5621,0.6543,0.6543,0.6543,0.6543
infAP                 ,85_2,0.6034,0.6034,0.4376,0.4712,0.5219,0.6073
infAP                 ,85_3,0.2771,0.6978,0.5608,0.621,0.6138,0.6482
infAP                 ,85_4,0.0036,0.3757,0.387,0.3696,0.2833,0.3696
infAP                 ,85_5,0.327,0.3967,0.3366,0.1854,0,0.2734
infAP                 ,85_6,0.2267,0.3991,0.418,0.4838,0.319,0.467
infAP                 ,85_7,0,0.4335,0.2297,0.3111,0.2507,0.3877
infAP                 ,85_8,0,0.3043,0.2567,0.246,0.0693,0.3047
infAP                 ,85_9,0,0.0954,0.2791,0.2662,0,0.2772
infAP                 ,86_1,0.4369,0.4369,0.4369,0.4369,0.4369,0.4369
infAP                 ,86_2,0.0333,0.1357,0.0759,0.0662,0.0445,0.0549
infAP                 ,86_3,0.3464,0.3525,0.3061,0.3169,0.1969,0.3624
infAP                 ,86_4,0.0654,0.2216,0.3047,0.2124,0.2489,0.2404
infAP                 ,86_5,0.0361,0.0693,0.3513,0.3476,0.2608,0.302
infAP                 ,86_6,0.0274,0.0274,0,0.2119,0.0001,0
infAP                 ,86_7,0.2623,0.2758,0.2718,0.3029,0.0001,0.1968
infAP                 ,87_1,0.4575,0.4575,0.4575,0.4575,0.4575,0.4575
infAP                 ,87_2,0.2303,0.2275,0.2296,0.1964,0.235,0.1964
infAP                 ,87_3,0.7061,0.7061,0.7061,0.6573,0.5337,0.6573
infAP                 ,87_4,0.5882,0.5808,0.525,0.4236,0.4753,0.4236
infAP                 ,87_5,0.4657,0.575,0.3006,0.3831,0.135,0.3915
infAP                 ,87_7,0.2731,0.2879,0.2879,0.2765,0.2818,0.2009
infAP                 ,87_8,0.0331,0.2737,0.0268,0.0357,0.0003,0.0324
infAP                 ,87_9,0.1923,0.1934,0.2484,0.3096,0.1899,0.2417
infAP                 ,88_1,0.1589,0.1588,0.1588,0.1589,0.1589,0.1588
infAP                 ,88_10,0.0909,0.1378,0.3913,0.3988,0.2416,0.2308
infAP                 ,88_2,0.4881,0.3816,0.3909,0.3909,0.2903,0.3909
infAP                 ,88_3,0.1564,0.1866,0.1598,0.1108,0.1623,0.1973
infAP                 ,88_4,0.0166,0.0702,0.003,0.0043,0.0101,0.0067
infAP                 ,88_5,0.2346,0.2346,0.2492,0.2106,0.1949,0.1408
infAP                 ,88_6,0.1918,0.1614,0.0364,0.0465,0.3372,0.1597
infAP                 ,88_7,0.1225,0.3192,0.3127,0.32,0.2947,0.3011
infAP                 ,88_8,0.5191,0.5831,0.5425,0.5561,0.4128,0.5329
infAP                 ,88_9,0,0.1358,0.0003,0.0001,0,0.0396
infAP                 ,89_1,0.3714,0.3714,0.3714,0.3714,0.3714,0.3714
infAP                 ,89_10,0,0.3711,0.3146,0.1872,0.13,0.2607
infAP                 ,89_11,0.1361,0.0952,0.1903,0.0023,0.1926,0.0406
infAP                 ,89_2,0.1172,0.1172,0.0134,0.0809,0.2648,0.0809
infAP                 ,89_3,0.1301,0.4114,0.4151,0.4151,0.4114,0.3922
infAP                 ,89_4,0.9542,0.9528,0.8511,0.8511,0.8677,0.8555
infAP                 ,89_5,0.5651,0.5651,0.5115,0.6014,0.5902,0.5668
infAP                 ,89_6,0.0001,0.1069,0.0001,0.0001,0.0008,0
infAP                 ,89_7,0.4545,0.4545,0.3244,0.4625,0.4307,0.4604
infAP                 ,89_8,0.3362,0.3362,0.3154,0.3537,0.0365,0.3547
infAP                 ,89_9,0.2491,0.2951,0.248,0.1986,0.1625,0.2267
infAP                 ,90_1,0.4058,0.4058,0.4058,0.4058,0.4058,0.4058
infAP                 ,90_2,0.0429,0.2501,0.0963,0.5207,0.3229,0.38
infAP                 ,90_3,0.006,0.1065,0.1181,0.1089,0.0412,0.0995
infAP                 ,90_4,0.0004,0.4176,0.1202,0.3042,0,0.192
infAP                 ,90_5,0.2659,0.3232,0.1992,0.1983,0.2464,0.205
infAP                 ,90_6,0.1844,0.1797,0.1896,0.2426,0.2119,0.1442
infAP                 ,90_7,0.0001,0.1781,0.11,0.0001,0,0.0002
infAP                 ,90_8,0,0.7073,0.8024,0.8217,0.1536,0.4085
infAP                 ,91_1,0.3925,0.5276,0.3925,0.3925,0.3925,0.3925
infAP                 ,91_2,0.0368,0.2117,0.2294,0.2253,0.1675,0.2304
infAP                 ,91_3,0.002,0.2923,0.0006,0.0046,0.0212,0.0056
infAP                 ,91_4,0.4667,0.0008,0.4583,0.569,0.5833,0.5937
infAP                 ,91_5,0.0009,0.0186,0.0096,0.0091,0.0001,0.0105
infAP                 ,91_6,0.5419,0.5419,0.0035,0,0.55,0.4737
infAP                 ,91_7,0.0003,0.0948,0.0498,0.0548,0.0874,0.0719
infAP                 ,91_8,0.1378,0.4382,0.6104,0.2543,0.127,0.2964
infAP                 ,92_1,0.0241,0.0241,0.0241,0.0241,0.0241,0.0241
infAP                 ,92_2,0.1026,0.2403,0.253,0.2066,0.0175,0.2293
infAP                 ,92_3,0.2156,0.1574,0.1217,0.0584,0.0658,0.0637
infAP                 ,92_4,0.0031,0.1392,0.1331,0.0901,0.0053,0.086
infAP                 ,92_5,0.1321,0.0952,0.0636,0.0775,0.073,0.1048
infAP                 ,92_6,0.1569,0.221,0.1231,0.0909,0.0032,0.1574
infAP                 ,92_7,0.0664,0.083,0.0602,0.0894,0.0601,0.0894
infAP                 ,93_1,0.0968,0.0968,0.0968,0.0968,0.0968,0.0968
infAP                 ,93_2,0.2006,0.1488,0.1839,0.236,0.28,0.236
infAP                 ,93_3,0.3407,0.1819,0.4848,0.4848,0.0004,0.0003
infAP                 ,93_4,0.0386,0.0434,0.0044,0.0054,0.1023,0.0054
infAP                 ,93_5,0.1825,0.0112,0.0661,0.0636,0.0831,0.0636
infAP                 ,93_6,0.0148,0.0001,0.107,0.3515,0.2156,0.3515
infAP                 ,94_1,0.6049,0.6049,0.6049,0.6049,0.6049,0.6049
infAP                 ,94_2,0.019,0.2926,0.4262,0.3461,0.1811,0.3568
infAP                 ,94_3,0.092,0.1064,0.1536,0.1519,0.1253,0.1804
infAP                 ,94_4,0.1165,0.0652,0.0355,0.1169,0.1164,0.0304
infAP                 ,94_5,0.194,0.2658,0.0852,0.1561,0.0942,0.1189
infAP                 ,94_6,0.1236,0.112,0.0343,0.0565,0.0516,0.0635
infAP                 ,94_7,0.0657,0.1182,0.1662,0.1318,0.0045,0.0744
infAP                 ,94_8,0.2509,0.5594,0.3672,0.129,0.2649,0.0751
infAP                 ,95_1,0.1345,0.1344,0.1344,0.1345,0.1345,0.1344
infAP                 ,95_2,0.0682,0.1139,0.0965,0.0106,0.0469,0.0859
infAP                 ,95_3,0.1227,0.1012,0.0969,0.124,0.0988,0.124
infAP                 ,95_4,0.1824,0.1824,0.1021,0.1305,0.0383,0.1279
infAP                 ,95_5,0.1229,0.1764,0.1448,0.1177,0.2651,0.1177
infAP                 ,95_6,0.6068,0.6068,0.468,0.4666,0.0587,0.4651
infAP                 ,95_7,0.3424,0.3424,0.3424,0.2668,0.3476,0.3013
infAP                 ,95_8,0.3063,0.3063,0.3063,0.2874,0.2335,0.2874
infAP                 ,96_1,0.3743,0.3743,0.3743,0.3743,0.3743,0.3743
infAP                 ,96_3,0.2598,0.2598,0.1275,0.0982,0.0837,0.2885
infAP                 ,96_4,0.6227,0.6227,0.6198,0.5675,0.6405,0.5899
infAP                 ,96_5,0.0427,0.0261,0.1171,0.048,0,0.1114
infAP                 ,96_6,0.2503,0.2564,0.3117,0.1264,0.3198,0.1902
infAP                 ,96_7,0.3403,0.3352,0.3354,0.3244,0.3045,0.3023
infAP                 ,96_8,0.4067,0.4055,0.3384,0.1539,0.3373,0.1541
infAP                 ,97_1,0.1732,0.1639,0.1732,0.1732,0.1732,0.1732
infAP                 ,97_2,0.3381,0.4126,0.4047,0.3165,0.2965,0.2847
infAP                 ,97_3,0.204,0.2104,0.2287,0.2025,0.1684,0.1785
infAP                 ,97_4,0.1678,0.27,0.2816,0.2714,0.2961,0.2742
infAP                 ,97_5,0.0599,0.2252,0.2018,0.2153,0.0557,0.2098
infAP                 ,97_6,0.0356,0.1885,0.2955,0.0537,0.0675,0.0607
infAP                 ,97_7,0.0001,0.1806,0.1908,0.1724,0.4907,0.1724
infAP                 ,97_8,0.0028,0.2552,0.1629,0.0666,0,0.0749
infAP                 ,98_1,0.2321,0.2321,0.2321,0.2321,0.2321,0.2321
infAP                 ,98_2,0.0571,0.5359,0.1007,0.4773,0.2631,0.1985
infAP                 ,98_3,0.0004,0.1799,0.1572,0.1712,0.1882,0.2414
infAP                 ,98_4,0.0113,0.192,0.0297,0.0967,0.0191,0.0049
infAP                 ,98_5,0.1222,0.1141,0.0569,0.1331,0.0905,0.0563
infAP                 ,98_6,0.2926,0.3012,0.2544,0.2501,0.1004,0.285
infAP                 ,98_7,0.0985,0.0559,0.0465,0.0381,0.1047,0.0304
infAP                 ,98_8,0.5014,0.5595,0.2459,0.0204,0.2977,0.0204
infAP                 ,99_1,0.3318,0.3316,0.3316,0.3318,0.3318,0.3316
infAP                 ,99_2,0.0776,0.0189,0.0411,0.0008,0.0248,0.0393
infAP                 ,99_3,0.0051,0.1218,0.0329,0.0003,0.0052,0.02
infAP                 ,99_4,0.0992,0.1228,0.0367,0.0828,0.0299,0.0379
infAP                 ,99_5,0,0.2206,0.2206,0.1949,0.0183,0.1984
infAP                 ,99_6,0.0821,0.2217,0.1393,0.0381,0.086,0.0958
infAP                 ,99_7,0.018,0.0988,0.0262,0.186,0.1277,0.186
infAP                 ,99_8,0.0669,0.3167,0.2468,0.3378,0.2385,0.3276
infAP                 ,all,0.1908,0.275,0.2383,0.2352,0.1879,0.2291
iprec_at_recall_0.00  ,100_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,100_2,1,1,1,1,1,1
iprec_at_recall_0.00  ,100_3,0.0022,1,0.1176,0.3077,0.5714,0.6111
iprec_at_recall_0.00  ,100_4,0.5161,1,0.28,0.4118,0.0667,0.0842
iprec_at_recall_0.00  ,100_5,0,0.0837,0.6667,0.5,0,0.1622
iprec_at_recall_0.00  ,100_6,1,1,1,1,1,1
iprec_at_recall_0.00  ,100_7,1,0.0376,0.0717,0.0376,0.0294,0.1875
iprec_at_recall_0.00  ,100_8,0.2857,0.25,0.25,0.1111,0.5,0.0385
iprec_at_recall_0.00  ,101_1,0.0123,0.0123,0.0123,0.0123,0.0123,0.0123
iprec_at_recall_0.00  ,101_10,0.0081,1,0.8462,1,1,1
iprec_at_recall_0.00  ,101_2,1,1,1,1,0.625,1
iprec_at_recall_0.00  ,101_3,1,1,1,1,1,1
iprec_at_recall_0.00  ,101_4,0.5455,1,0.3333,0.1217,0.2239,0.25
iprec_at_recall_0.00  ,101_5,1,0.8333,1,1,1,1
iprec_at_recall_0.00  ,101_6,0.8,0.8,0.8,1,0.0008,1
iprec_at_recall_0.00  ,101_7,0.0087,1,1,1,1,1
iprec_at_recall_0.00  ,101_8,0.028,1,0.0042,0.5,0.0286,1
iprec_at_recall_0.00  ,101_9,0.0159,0.1892,1,0.5,0.0267,0.5
iprec_at_recall_0.00  ,102_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,102_2,1,1,0.0263,0.5,0.2,1
iprec_at_recall_0.00  ,102_3,1,1,1,1,1,1
iprec_at_recall_0.00  ,102_4,1,1,1,1,1,1
iprec_at_recall_0.00  ,102_5,0.4,0.3333,0.2857,0.5,0.2857,1
iprec_at_recall_0.00  ,102_6,1,1,1,1,0.25,1
iprec_at_recall_0.00  ,102_7,1,1,1,0.3333,1,1
iprec_at_recall_0.00  ,102_8,0.5,1,0.0256,0.0625,0.3333,0.0556
iprec_at_recall_0.00  ,102_9,0.087,1,0,0.0009,0.011,0.0045
iprec_at_recall_0.00  ,103_1,0.4286,1,0.4286,0.4286,0.4286,0.4286
iprec_at_recall_0.00  ,103_10,0.0494,0.4,0.2,0.0482,0.004,0.25
iprec_at_recall_0.00  ,103_2,1,1,1,1,1,1
iprec_at_recall_0.00  ,103_3,0.027,0.1333,1,0.1111,0.0385,0.1154
iprec_at_recall_0.00  ,103_4,0.037,0.4,0.4,1,0,0.4
iprec_at_recall_0.00  ,103_5,1,1,1,1,1,1
iprec_at_recall_0.00  ,103_6,0.05,1,0.2,0.75,0.0167,1
iprec_at_recall_0.00  ,103_8,0,0.2,1,1,0.25,0.5
iprec_at_recall_0.00  ,103_9,0,1,0.25,1,0,1
iprec_at_recall_0.00  ,104_1,0.5,0.5,0.5,0.5,0.5,0.5
iprec_at_recall_0.00  ,104_10,0,0.0667,0.5,0,0,0
iprec_at_recall_0.00  ,104_12,0.5,1,0.25,0.5,0.0069,0.2
iprec_at_recall_0.00  ,104_13,0.0556,1,1,1,1,1
iprec_at_recall_0.00  ,104_3,1,1,1,1,1,0.5
iprec_at_recall_0.00  ,104_4,0.0139,0.5,0.3333,0.4,0.0833,0.3333
iprec_at_recall_0.00  ,104_6,0.1429,1,0.0833,1,0,0.0278
iprec_at_recall_0.00  ,104_7,0.25,1,1,1,0.5,1
iprec_at_recall_0.00  ,104_8,0.0039,0.3333,1,1,0.5,1
iprec_at_recall_0.00  ,104_9,1,1,0.6667,1,1,0.2632
iprec_at_recall_0.00  ,105_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,105_2,0.0367,1,0.5,0.011,0,0.0909
iprec_at_recall_0.00  ,105_3,0,0.2222,0.2,0.1667,0,0.3333
iprec_at_recall_0.00  ,105_4,0.0069,1,1,0.5,0.0092,0.0073
iprec_at_recall_0.00  ,105_5,1,1,1,1,1,0.2857
iprec_at_recall_0.00  ,105_6,1,1,1,0.5,1,0.5
iprec_at_recall_0.00  ,105_7,1,1,1,1,1,1
iprec_at_recall_0.00  ,105_8,0.0588,0,0.0278,0,0,0
iprec_at_recall_0.00  ,105_9,0.1875,1,1,1,0.5,1
iprec_at_recall_0.00  ,81_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,81_2,1,1,0.5,0.6667,1,1
iprec_at_recall_0.00  ,81_3,1,1,1,1,0.2,1
iprec_at_recall_0.00  ,81_4,0.4074,0.4286,0.4286,0.4286,0,0.3846
iprec_at_recall_0.00  ,81_5,1,1,0.5385,1,1,1
iprec_at_recall_0.00  ,81_6,0.4,0.4,1,0.2174,0.3333,0.2083
iprec_at_recall_0.00  ,81_7,0.0063,0.037,0.0303,0.0119,0.0085,0.0092
iprec_at_recall_0.00  ,81_8,0.1667,0.3333,0.0265,0.0303,0.0242,0.0316
iprec_at_recall_0.00  ,82_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,82_10,0.0114,0.0026,0.5,0.0075,0.0037,0.0025
iprec_at_recall_0.00  ,82_2,0.75,0.75,0.5,1,1,1
iprec_at_recall_0.00  ,82_3,1,1,1,1,0.3333,0.3333
iprec_at_recall_0.00  ,82_4,1,1,1,1,1,1
iprec_at_recall_0.00  ,82_5,0.2,1,0.75,1,0.2,1
iprec_at_recall_0.00  ,82_6,0.1538,1,1,1,0.1053,1
iprec_at_recall_0.00  ,82_7,1,1,1,1,1,1
iprec_at_recall_0.00  ,82_8,1,1,1,1,1,1
iprec_at_recall_0.00  ,82_9,0.3333,1,1,1,1,1
iprec_at_recall_0.00  ,83_1,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667
iprec_at_recall_0.00  ,83_2,0.1429,1,1,1,0.375,1
iprec_at_recall_0.00  ,83_3,1,1,1,0.5,1,1
iprec_at_recall_0.00  ,83_4,1,1,1,0.4,1,0.6667
iprec_at_recall_0.00  ,83_5,0.4444,1,1,0.375,0.0385,1
iprec_at_recall_0.00  ,83_6,0.1667,1,0.0345,0.3333,0.25,0.1667
iprec_at_recall_0.00  ,83_7,1,1,1,1,0.3333,1
iprec_at_recall_0.00  ,83_8,1,1,1,0.6667,0.7,0.6667
iprec_at_recall_0.00  ,84_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,84_2,0.5,0.6667,0.8,0.75,1,0.6667
iprec_at_recall_0.00  ,84_3,0.6667,1,0.6667,0.75,0.5,0.5
iprec_at_recall_0.00  ,84_4,1,1,1,1,0.5,1
iprec_at_recall_0.00  ,84_5,0.25,0.2,0.2,0.1562,0.0022,0.0167
iprec_at_recall_0.00  ,84_6,0.125,0.1143,0.3333,0.2,0.25,0.082
iprec_at_recall_0.00  ,85_1,0.9167,0.9091,0.9167,0.9167,0.9167,0.9167
iprec_at_recall_0.00  ,85_2,1,1,1,1,1,1
iprec_at_recall_0.00  ,85_3,0.8,1,1,1,1,1
iprec_at_recall_0.00  ,85_4,0.0229,1,1,1,1,1
iprec_at_recall_0.00  ,85_5,1,1,1,1,0,1
iprec_at_recall_0.00  ,85_6,0.8571,1,1,1,1,1
iprec_at_recall_0.00  ,85_7,0,1,1,1,1,1
iprec_at_recall_0.00  ,85_8,0,0.6667,0.4211,0.5,0.5,0.4783
iprec_at_recall_0.00  ,85_9,0,0.5,1,1,0,1
iprec_at_recall_0.00  ,86_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,86_2,0.1,0.25,0.0909,0.08,0.0833,0.0667
iprec_at_recall_0.00  ,86_3,1,1,1,1,1,1
iprec_at_recall_0.00  ,86_4,0.25,1,1,1,1,1
iprec_at_recall_0.00  ,86_5,0.1071,0.2667,1,1,1,1
iprec_at_recall_0.00  ,86_6,0.0625,0.0625,0,1,0.0017,0
iprec_at_recall_0.00  ,86_7,1,1,1,1,0.0017,1
iprec_at_recall_0.00  ,87_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,87_2,1,1,0.4444,0.3846,0.4545,0.3846
iprec_at_recall_0.00  ,87_3,1,1,1,1,1,1
iprec_at_recall_0.00  ,87_4,1,1,0.8667,0.8182,1,0.8182
iprec_at_recall_0.00  ,87_5,1,1,1,1,1,1
iprec_at_recall_0.00  ,87_7,1,1,1,1,1,1
iprec_at_recall_0.00  ,87_8,0.1111,0.6,0.087,0.122,0.0029,0.1154
iprec_at_recall_0.00  ,87_9,1,0.5,0.5,0.6667,0.4,0.5
iprec_at_recall_0.00  ,88_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,88_10,1,1,1,1,1,1
iprec_at_recall_0.00  ,88_2,1,1,1,1,1,1
iprec_at_recall_0.00  ,88_3,0.6667,1,0.6154,1,1,1
iprec_at_recall_0.00  ,88_4,0.0667,0.1579,0.0126,0.013,0.0286,0.0178
iprec_at_recall_0.00  ,88_5,1,1,1,1,1,1
iprec_at_recall_0.00  ,88_6,0.5,0.6,0.1429,0.2,1,1
iprec_at_recall_0.00  ,88_7,1,1,1,1,1,1
iprec_at_recall_0.00  ,88_8,1,1,1,1,1,1
iprec_at_recall_0.00  ,88_9,0,1,0.0013,0.0006,0,0.1429
iprec_at_recall_0.00  ,89_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,89_10,0,1,1,1,0.75,1
iprec_at_recall_0.00  ,89_11,0.6,0.375,1,0.0155,1,0.0909
iprec_at_recall_0.00  ,89_2,1,1,0.0667,1,1,1
iprec_at_recall_0.00  ,89_3,0.5,1,0.9091,0.9091,1,1
iprec_at_recall_0.00  ,89_4,1,1,1,1,1,1
iprec_at_recall_0.00  ,89_5,1,1,1,1,1,1
iprec_at_recall_0.00  ,89_6,0.0012,0.3333,0.0006,0.0005,0.0065,0
iprec_at_recall_0.00  ,89_7,1,1,1,1,1,0.7778
iprec_at_recall_0.00  ,89_8,1,1,1,1,0.0909,1
iprec_at_recall_0.00  ,89_9,0.5714,1,0.5455,1,1,0.5
iprec_at_recall_0.00  ,90_1,0.75,0.75,0.75,0.75,0.75,0.75
iprec_at_recall_0.00  ,90_2,0.25,0.5,0.2,0.75,0.5,0.75
iprec_at_recall_0.00  ,90_3,0.0145,0.3333,0.3333,0.25,0.0781,0.25
iprec_at_recall_0.00  ,90_4,0.0024,1,1,1,0,0.3333
iprec_at_recall_0.00  ,90_5,1,1,1,1,1,1
iprec_at_recall_0.00  ,90_6,1,1,1,1,1,1
iprec_at_recall_0.00  ,90_7,0.0019,0.2941,0.2037,0.001,0,0.0023
iprec_at_recall_0.00  ,90_8,0,1,1,1,0.4,1
iprec_at_recall_0.00  ,91_1,1,1,1,1,1,1
iprec_at_recall_0.00  ,91_2,0.2,0.6,0.6,0.5,0.3,0.5
iprec_at_recall_0.00  ,91_3,0.0087,0.6667,0.0044,0.022,0.0667,0.0181
iprec_at_recall_0.00  ,91_4,1,0.0021,1,1,1,1
iprec_at_recall_0.00  ,91_5,0.0044,0.0253,0.0185,0.0455,0.0007,0.0526
iprec_at_recall_0.00  ,91_6,1,1,0.0244,0,1,1
iprec_at_recall_0.00  ,91_7,0.0045,0.5,0.5,0.5,0.6667,1
iprec_at_recall_0.00  ,91_8,1,1,1,1,0.5,1
iprec_at_recall_0.00  ,92_1,0.044,0.044,0.044,0.044,0.044,0.044
iprec_at_recall_0.00  ,92_2,0.25,0.75,1,1,0.5,1
iprec_at_recall_0.00  ,92_3,1,0.4211,1,0.6667,0.1667,0.1667
iprec_at_recall_0.00  ,92_4,0.1,0.4615,1,0.5,0.2,0.3684
iprec_at_recall_0.00  ,92_5,0.6667,1,0.1667,0.3077,0.1724,0.5
iprec_at_recall_0.00  ,92_6,0.75,1,1,0.4,0.0364,1
iprec_at_recall_0.00  ,92_7,0.25,0.25,0.1579,0.4,0.1667,0.4
